A	B	A0B0	A1B0	A2B0	A0B1	A1B1	A2B1	A0B2	A1B2	A2B2	fstW	fstU	dxy
TimbTan_0803	TimbKen_0816	1445299197	427545	88590	423463	381826	254184	72094	240412	8411402	0.313660660218008	0.255251183632627	0.000703764705788112
TimbTan_0803	TimbKen_0817	1445279820	367345	123586	518855	508997	280885	89626	173056	8344263	0.309142093249931	0.237719106844134	0.000781611323844769
TimbTan_0803	TimbEth_0860	1445694512	384869	145605	421901	444308	319894	138873	181822	7946485	0.369124726319946	0.281031366127514	0.000797480476779722
TimbTan_0803	TimbEth_0861	1445870125	371950	137952	433384	446350	281454	124496	175110	7813982	0.356781888375015	0.271121133514927	0.000767058232280638
TimbTan_0803	TimbEth_0862	1445675309	376799	138309	434299	454106	242811	123851	180219	8034576	0.354489577806161	0.267724025675496	0.000759982954786664
TimbTan_0803	TimbTan_0820	1445704881	306865	67469	333469	499284	314594	64961	188240	7880022	0.25139463286552	0.195538632990813	0.000655271644736288
TimbTan_0804	TimbTan_0805	1445010038	309591	58196	300463	552861	204929	57563	243609	8575584	0.217092401345436	0.16462136668805	0.000633187228526839
TimbTan_0804	TimbTan_0806	1445479741	294804	52085	296150	527323	243216	50898	225403	8111338	0.213838358259959	0.165928842637057	0.000615984834455588
TimbTan_0804	TimbTan_0807	1445484947	295202	50543	297519	530830	243906	50461	223399	8103939	0.211062672164016	0.163963133277379	0.000615985611342652
TimbTan_0804	TimbTan_0808	1446576712	269386	52620	273615	466162	261200	52301	192823	7090124	0.231195174258889	0.179754952946451	0.000574830891756562
TimbTan_0804	TimbTan_0809	1445309607	306126	57095	299983	528107	221023	56073	233210	8295074	0.222476859058603	0.170766786337153	0.000623506200204735
TimbTan_0804	TimbTan_0810	1445498377	295484	55567	324641	533397	332380	52690	218301	8004566	0.223345587437747	0.176956548926137	0.000659897159076519
TimbTan_0804	TimbKen_0811	1445404498	327812	82390	402949	525990	259066	67782	213218	8184249	0.259206880528477	0.200008301373931	0.000697156881545466
TimbTan_0804	TimbKen_0812	1445494391	336129	91177	429367	514937	263383	72035	207534	8106776	0.272847768814125	0.210859716217077	0.000713758689996266
TimbTan_0804	TimbKen_0813	1445153327	389044	132521	476777	496442	225178	112091	222804	8489270	0.331240676289468	0.25163097318532	0.000789816934034426
TimbTan_0804	TimbKen_0814	1445495913	366640	119555	504679	498291	284331	87972	200367	8108119	0.308880939518097	0.239318697503276	0.000779492757042163
TimbTan_0804	TimbKen_0815	1445435926	329631	88633	418803	527418	275465	71061	208364	8139848	0.26662719387059	0.20560981222186	0.00071421364799066
TimbTan_0804	TimbKen_0816	1445380684	431062	89970	421362	376552	250893	73577	272719	8306173	0.317478986370673	0.259224080418829	0.000714371298846575
TimbTan_0804	TimbKen_0817	1445355688	371597	123228	515882	504587	277578	90085	205377	8243791	0.310752112146939	0.240348845858309	0.000790570264944576
TimbTan_0804	TimbEth_0860	1445764316	390239	144965	421110	438236	318468	139354	214058	7851943	0.370315021581065	0.283677001721165	0.000807438673882588
TimbTan_0804	TimbEth_0861	1445916283	375829	136974	430879	444979	278344	124658	203673	7743742	0.356457276605901	0.272074811794438	0.000775241193921588
TimbTan_0804	TimbEth_0862	1445736093	380324	139686	431212	453541	238920	126497	209035	7949432	0.356736756690796	0.270224811351975	0.000771262069588908
TimbTan_0804	TimbTan_0820	1445779046	314767	67882	334456	490647	312451	66094	219052	7785825	0.256779205823332	0.201624358134263	0.0006662651789041
TimbTan_0805	TimbTan_0806	1445414763	288470	53681	300689	523988	248647	51907	196604	8203019	0.215485007502747	0.165703717859806	0.000607983291933882
TimbTan_0805	TimbTan_0807	1445415148	290556	52805	304545	526089	250107	50368	196802	8198875	0.213204504319191	0.16463308585716	0.000609655373450331
TimbTan_0805	TimbTan_0808	1446525479	264959	52670	276962	462783	266866	52204	170544	7161349	0.231212211835291	0.179094257141404	0.000567558966070645
TimbTan_0805	TimbTan_0809	1445229654	298456	56045	301330	529848	225488	55259	201919	8400112	0.218239476810689	0.16608415325767	0.000611437954377995
TimbTan_0805	TimbTan_0810	1445417956	285827	52900	325488	535013	339159	49416	190309	8104584	0.216203616056203	0.171102457737945	0.000646061690900692
TimbTan_0805	TimbKen_0811	1445316347	321715	86002	407947	527684	264454	70588	182815	8295721	0.262462572593681	0.200410844945434	0.000693174872198426
TimbTan_0805	TimbKen_0812	1445398949	329659	92671	433877	518458	269013	72604	177685	8222916	0.272499298285486	0.209014729401304	0.000707392511550503
TimbTan_0805	TimbKen_0813	1445057665	383184	136044	482616	499614	229835	114009	190524	8609383	0.33347682299311	0.251610239119977	0.00078514614514665
TimbTan_0805	TimbKen_0814	1445402252	362032	122401	512396	498505	290403	88268	171673	8224188	0.310533353247528	0.239530365971575	0.000775018966187274
TimbTan_0805	TimbKen_0815	1445367395	322563	86485	421867	525984	283159	68671	180525	8229958	0.263004322355431	0.202478156281086	0.000702311512235028
TimbTan_0805	TimbKen_0816	1445280225	426581	91523	426631	378640	256682	74407	242348	8429126	0.318214299219195	0.258572805317554	0.000708550860951528
TimbTan_0805	TimbKen_0817	1445255985	364238	125669	520156	509428	283108	91225	173937	8364563	0.311261437722545	0.239017468653292	0.000784733581315037
TimbTan_0805	TimbEth_0860	1445670564	381584	148562	423537	443447	322911	140466	183931	7966168	0.371790861033901	0.282979152869069	0.000801503120357049
TimbTan_0805	TimbEth_0861	1445839297	369533	141614	436040	446564	282901	126763	175377	7842882	0.360089962081179	0.273301084702182	0.000771872381264799
TimbTan_0805	TimbEth_0862	1445650691	373905	141156	434297	455986	244036	127453	178994	8057314	0.357678680498487	0.269463676149953	0.000764062399264173
TimbTan_0805	TimbTan_0820	1445687826	306263	68069	335917	496107	317634	65685	189596	7895858	0.253669275972173	0.197564995251801	0.000657232958083642
TimbTan_0806	TimbTan_0807	1445832365	286636	48998	287553	509990	232021	49333	230963	7781682	0.213547613244831	0.166550997248648	0.000599145702491567
TimbTan_0806	TimbTan_0808	1446847747	262457	46860	263612	452856	251036	48150	204338	6831044	0.22545797141243	0.177338697847634	0.000558105400870157
TimbTan_0806	TimbTan_0809	1445680276	295846	52617	288469	510255	209103	53124	237879	7949508	0.219712034488017	0.169624752042695	0.000602302485109507
TimbTan_0806	TimbTan_0810	1445843447	284296	49256	310435	515656	316928	47603	225940	7685050	0.217129505051418	0.173802011373735	0.000634577113289271
